"Unclaimed Baggage Center","One person's lost luggage is another person's treasure."," Alabama","Scottsboro","34.6732","-86.0446","2465","/places/unclaimed-baggage-center"
"Totem Bight State Historical Park","This historic collection of Native Alaskan artifacts was resurrected through a partnership between the WPA and tribal artisans."," Alaska","Ketchikan","55.4201","-131.7725","16228","/places/totem-bight-state-historical-park"
"Barrow Whale Bone Arch","The ""Gateway to the Arctic"" connects Barrow's indigenous population with the sea and its traditional industry: whaling."," Alaska","Barrow","71.2987","-156.7737","17620","/places/barrow-whale-bone-arch"
"Musk Ox Farm","An Alaskan livestock farm devotes itself to harvesting wool from creatures that once ran with mammoths and sabertooth tigers."," Alaska","Palmer","61.6351","-149.1282","11600","/places/musk-ox-farm"
"White Pass & Yukon Route Railroad","A historic freight system that found the true gold rush is in tourism."," Alaska","Skagway","59.4533","-135.3181","6953","/places/white-pass-yukon-route-railroad"
"Petroglyph Beach","Low tide reveals 8,000-year-old rock carvings in Southern Alaska."," Alaska","Wrangell","56.4708","-132.3767","4228","/places/petroglyph-beach"
"Blue Babe","North Americas first frozen mummified remains of an ice age steppe bison, the 36,000 year-old mummy named ""Blue Babe."""," Alaska","Fairbanks","64.8584","-147.8415","4752","/places/ice-age-mummified-bison"
"The Golden North Hotel","A classic gold rush hotel can be expected to pick up some ghosts along the way, and the Golden North is no exception."," Alaska","Skagway","59.4543","-135.3178","16362","/places/the-golden-north-hotel-skagway-alaska"
"Glacier Bears of Glacier Bay National Park","A rare kind of blue bear can be found chiefly in the national park that shares its name."," Alaska","Gustavus","58.6658","-136.9002","18914","/places/glacier-bears-in-glacier-bay-national-park"
"Hallo Bay Bear Camp","Don't be a grizzly man. Get personal with Alaska's wild bears from the safety of this conservationist camp."," Alaska","King Salmon","59.0997","-155.1987","13173","/places/hallo-bay-bear-camp"
"Wolf Song of Alaska","Internationally recognized group that works to protect the wolf and educate the public about its plight."," Alaska","Anchorage","61.2793","-149.6174","2801","/places/wolf-song-of-alaska"
"Kiska Island","The site of one of Japan's very few American occupations during World War II still holds the relics of a roundly disastrous campaign."," Alaska","Aleutians West","52.0602","177.5736","11449","/places/kiska-island"
"Chicken of Chicken, Alaska","A giant poultry statue immortalizes one of Alaska's more humorous town names."," Alaska","Chicken","64.0706","-141.9412","25892","/places/chicken-of-chicken-alaska"
"Shrine of Saint Thérèse","This shrine to the patron saint of Alaska sits on a small tidal island and was built from the land’s own beach stones."," Alaska","Juneau","58.4717","-134.7847","16000","/places/shrine-of-saint-therese"
"Mukluk Land","This junkyard made over as a theme park is the ""Most Alaskan place in Alaska."""," Alaska","Tok","63.3516","-143.2093","1314","/places/mukluk-land"
"Proenneke's Cabin","The simple log cabin of a famed loner and naturalist stands preserved as a symbol of the ultimate DIY lifestyle."," Alaska","Lake and Peninsula","60.6485","-153.8129","12044","/places/proenneke-s-cabin"
"Arctic Brotherhood Hall","The facade of this relic from the Klondike gold rush is decorated with over 8,800 pieces of driftwood."," Alaska","Skagway","59.4541","-135.3182","27515","/places/arctic-brotherhood-hall"
"Anton Anderson Memorial Tunnel","Running under an entire mountain, the longest highway tunnel in North America is kept fresh using portal fans and jet fans."," Alaska","Whittier","60.7768","-148.729","11862","/places/anton-anderson-memorial-tunnel"
"Adak ""National Forest""","America's smallest ""national forest"" has only 33 trees."," Alaska","Adak","51.9144","-176.5881","1244","/places/adak-national-forest"
"Anchorage Light Speed Planet Walk","A high school astronomy enthusiast designed this model of our solar system to be traversed on foot."," Alaska","Anchorage","61.2173","-149.895","15544","/places/anchorage-light-speed-planet-walk"
"Poker Flat Research Range","Research missiles and rainbow auroras at the world's largest land-based rocket range."," Alaska","Fairbanks","65.0743","-147.4146","13902","/places/poker-flat-research-range"
"The Slide Cemetery","A tiny wilderness cemetery commemorates the deadliest episode of the Klondike Gold Rush."," Alaska","Skagway","59.5042","-135.3608","9214","/places/the-slide-cemetery-skagway-alaska"
"Salty Dawg Saloon","Buy your friend a drink or staple some cash to the wall for the next guy at the Salty Dawg Saloon."," Alaska","Homer","59.6064","-151.4339","7749","/places/salty-dawg-saloon"
"Turnagain Arm Bore Tide","To the delight of Alaskan surfers, the Moon sends waves surging against the current."," Alaska","Anchorage","61.0017","-149.963","23079","/places/turnagain-arm-bore-tide"
"Kuskulana River Bridge","At 238 feet above the bottom of a gorge this span is known as the biggest thrill on the road to McCarthy."," Alaska","Chitina","61.4889","-144.0156","17641","/places/kuskulana-river-bridge"
"Neighborhood Airplane Hangars","A suburban street in Anchorage doubles as a runway, and each home has its own airplane hangar."," Alaska","Anchorage","61.1162","-149.8189","21971","/places/neighborhood-airplane-hangars-sky-harbor-airport"
"Hammer Museum","A museum devoted entirely to hammers has more than 1,400 items on display dating back to the Romans."," Alaska","Haines","59.2349","-135.4438","2840","/places/hammer-museum"
"Poker Creek","The northernmost international land border crossing in the United States."," Alaska","Eagle","64.0857","-141.0014","27405","/places/poker-creek-border-crossing"
"Fairbanks Antler Arch","A morbid gateway to an Alaskan town prides itself on the hunting history it represents."," Alaska","Fairbanks","64.8461","-147.7136","9385","/places/fairbanks-antler-arch"
"Togo the Wonder Dog","Siberian husky that delivered a life-saving antitoxin."," Alaska","Wasilla","61.5548","-149.4968","3202","/places/togo-the-wonder-dog"
"Potlatch Totem Park","One half of dueling educational centers dedicated to educating visitors on Tlingit history and culture."," Alaska","Ketchikan","55.4202","-131.7705","8167","/places/potlatch-totem-park"
"Miller Comb Museum","The largest collection of ornamental hair combs on the planet."," Alaska","Homer","59.6425","-151.5483","2797","/places/miller-comb-museum"
"Alaska Resources Library and Information Services","This Alaskan library may be the only one in the country that allows you to check out pieces of taxidermy."," Alaska","Anchorage","61.1908","-149.8181","14672","/places/alaska-resources-library-and-information-services"
"Saint Michael's Cathedral","The first Russian Orthodox church in North America and an Alaskan landmark."," Alaska","Sitka","57.0501","-135.3351","19671","/places/saint-michaels-cathedral"
"Xaasaa Cheege Ts'eniin (Upward Sun River Mouth Child)","11,500 year old little girl found buried in an ancient fire pit."," Alaska","Fairbanks","64.2183","-146.4018","5404","/places/xaasaa-cheege-ts-eniin-upward-sun-river-mouth-child"
"Valdez Museum & Historical Archive","Permanent exhibit reminds visitors of the Exxon Valdez."," Alaska","Valdez","61.1294","-146.3546","3259","/places/valdez-museum-historical-archive"
"Tiny Church","Open day and night, a church with three pews and Bibles."," Alaska","Soldotna","60.527","-151.0811","3258","/places/tiny-church"
"St. Herman's Reliquary","The remains of the first saint from Alaska in the Russian Orthodox Church."," Alaska","Kodiak","57.79","-152.4072","2870","/places/st-hermans-reliquary"
"Wizard of Oz Metal Statues","On top of a sheet metal business in Juneau stand nearly a dozen charming Wizard of Oz statues."," Alaska","Juneau","58.3548","-134.4928","26769","/places/wizard-of-oz-metal-statues"
"Engineers Tradition Stone","A sarcastic monument that threatens to curse any ""idiot"" who dares remove it."," Alaska","Fairbanks","64.8556","-147.8202","26144","/places/engineers-tradition-stone"
"Jilkaat Kwaan Heritage Center","The cultural center preserves the history of the native tribe that's lived in this Alaskan village for over 10,000 years."," Alaska","Haines","59.3985","-135.8949","26829","/places/jilkaat-kwaan-heritage-center"
"Beluga Point Fresh Water Spring","Clean, cold drinking water flows from a nondescript pipe in a roadside rock face."," Alaska","Anchorage","61.0029","-149.6628","28631","/places/beluga-point-freshwater-spring"
"Last Chance Mining Museum","Impressive artifacts from Juneau's gold mining days fill this mining site-turned-museum."," Alaska","Juneau","58.3066","-134.3846","26911","/places/last-chance-mining-museum"
"Fort Egbert","This remote fort on the Yukon River is a vestige of the wild Alaska gold rush."," Alaska","Eagle","64.7894","-141.2123","28680","/places/fort-egbert"
"Lend-Lease Monument","This super-sized statue is the only public memorial to the deal that ended America's neutrality during World War II."," Alaska","Fairbanks","64.8452","-147.7168","28908","/places/lend-lease-monument"
"Aunt Claudia's Dolls, a Museum","One toy collector's legacy of hundreds of unique items includes the most diverse display of northern indigenous dolls."," Alaska","Juneau","58.3009","-134.4064","26870","/places/aunt-claudias-dolls-museum"
"Portage Ghost Town","The ruins of a town wiped out by the second-largest earthquake in recorded history."," Alaska","Seward","60.8315","-148.9855","29334","/places/portage-ghost-town"
,,,,"0.0","0.0",,
"The Wave","Rippling sand dunes frozen in the Arizona rock."," Arizona","Marble Canyon","36.9961","-112.0061","1748","/places/wave-rock"
"Antelope Canyon","Most-visited and most-photographed slot canyon in the American Southwest."," Arizona","Page","36.8618","-111.3743","2962","/places/antelope-canyon"
"Horseshoe Bend","Dramatic river bend surrounds a natural red-rocked pedestal."," Arizona","Page","36.8781","-111.5116","4017","/places/horseshoe-bend"
"Havasupai Falls","This secluded aqua blue waterfall near the Grand Canyon is the perfect swimming hole, and the Havasupai tribe's best-kept secret."," Arizona","Supai","36.2551","-112.6979","17257","/places/havasupai-falls"
"'Fireflies' The Yayoi Kusama Infinity Room","The official name “You Who Are Getting Obliterated in the Dancing Swarm of Fireflies” says it all."," Arizona","Phoenix","33.4667","-112.0727","12690","/places/fireflies-the-yayoi-kusama-infinity-room"
"The Domes","An abandoned facility that has become a place of ritualistic satanic worship, or so rumor has it."," Arizona","Casa Grande","32.8128","-111.7733","899","/places/domes"
"Meteor Crater","This 4,000-ft. in diameter hole claims to be ""the most well known, best preserved meteorite crater on Earth."""," Arizona","Winslow","35.0281","-111.0232","5157","/places/meteor-crater"
"Flintstones Bedrock City","An homage to everyone's favorite prehistoric cartoon family."," Arizona","Williams","35.6536","-112.1385","5364","/places/flintstones-bedrock-city"
"Mystery Castle","A self-built castle made by a mysterious man."," Arizona","Phoenix","33.3568","-112.0619","213","/places/mystery-castle"
"Biosphere 2","A reproduction of earth's many biomes."," Arizona","Oracle","32.5798","-110.8507","965","/places/biosphere-2"
"Eliphante","Outsider Art Community."," Arizona","Cornville","34.6896","-111.9105","165","/places/eliphante"
"Pumpkin Spring Pool","Arsenic pool in the Grand Canyon takes on the appearance of a giant, overflowing pumpkin."," Arizona","Littlefield","36.2317","-113.0309","5155","/places/pumpkin-spring-pool"
"Montezuma Castle","Ninety feet off the valley floor is an ancient dwelling put under protection of the U.S. government by Teddy Roosevelt."," Arizona","Yavapai County","34.6116","-111.8351","19854","/places/montezuma-castle-national-monument"
"Petrified Forest National Park","Discover fossils that are over 200 million years old in northeastern Arizona."," Arizona","Holbrook","34.8158","-109.8649","2852","/places/petrified-forest-national-park"
"Coconino Lava River Cave","Eons ago, a rushing lava river formed this pristine passage through solid rock."," Arizona","Flagstaff","35.3422","-111.8356","4549","/places/coconino-lava-river-cave"
"Apache Death Cave","A stealthy Apache hideaway becomes a haunting mass grave."," Arizona","Winslow","35.1177","-111.0958","5457","/places/apache-death-cave"
"Grand Canyon Caverns Underground Suite","One of the largest, oldest, darkest, quietest motel rooms in the world."," Arizona","Peach Springs","35.5299","-113.2403","8163","/places/grand-canyon-caverns-underground-suite"
"Titan Missile Museum","America's only nuclear missile silo open to the public."," Arizona","Green Valley","31.9029","-110.9988","850","/places/titan-missile-museum"
"Santa Claus, Arizona","A Saint Nicholas-themed ghost town in the Mojave desert."," Arizona","Golden Valley","35.3365","-114.2162","3071","/places/santa-claus-arizona"
"Roden Crater","The artist James Turrell is repurposing an extinct volcano crater as an observatory to experience the cosmos."," Arizona","Flagstaff","35.4258","-111.2588","7689","/places/roden-crater"
"Valley of the Moon","The Magical World of George Phar Legler."," Arizona","Tucson","32.275","-110.934","2874","/places/valley-of-the-moon"
"Mystery Valley","Ancestral Puebloan ruins, natural arches, and box canyons abound in this seldom-visited corner of Monument Valley Navajo Tribal Park."," Arizona","Kayenta","36.9086","-110.1868","17961","/places/mystery-valley"
"Oatman Ghost Town","This Wild West ghost town on Route 66 is filled with wild burros."," Arizona","Oatman","35.0264","-114.3836","17813","/places/oatman-ghost-town"
"Wupatki National Monument","This historic national park is covered in the stunning ruins of red rock pueblos."," Arizona","Flagstaff","35.5234","-111.3688","15914","/places/wupatki-national-monument"
"Arcosanti","An urban laboratory."," Arizona","Mayer","34.3431","-112.1007","555","/places/arcosanti"
"Mini Time Machine Museum of Miniatures","Miniature art that tells an enormous story."," Arizona","Tucson","32.2654","-110.8956","5348","/places/mini-time-machine-museum-of-miniatures"
"The Wigwam Village #6","A motel dedicated to Southwestern nostalgia."," Arizona","Holbrook","34.9027","-110.1688","4514","/places/wigwam-motel-6"
"Two Guns","The story of Two Guns, Arizona could easily be described as a Shakespearian tragedy on Route 66."," Arizona","Winslow","35.1155","-111.0919","6305","/places/two-guns"
"Delgadillo's Snow Cap Drive-In","A classic Route 66 landmark that was built with scrap lumber and is held together with kitsch and puns."," Arizona","Seligman","35.3279","-112.8811","10056","/places/delgadillo-s-snow-cap-drive-in"
"309th Aerospace Maintenance and Regeneration Group","The world's largest military aircraft cemetery."," Arizona","Tucson","32.1528","-110.8095","1873","/places/309th-aerospace-maintenance-and-regeneration-group"
"Chapel of the Holy Cross","A spiritual vortex among the red rocks in Sedona."," Arizona","Sedona","34.8321","-111.7667","3585","/places/chapel-of-the-holy-cross"
"Abandoned Jerome Post Office","On the outskirts of a reborn ghost town, a decaying post office remembers the bad old days."," Arizona","Jerome","34.7585","-112.1239","14475","/places/abandoned-jerome-post-office"
"Kartchner Caverns","Limestone caves with spectacular showcase chambers."," Arizona","Benson","31.8367","-110.3488","5594","/places/kartchner-caverns"
"Casa Grande Ruins","Some of the tallest ancient American ruins continue to inspire awe and curiosity."," Arizona","Coolidge","32.9778","-111.5176","8805","/places/casa-grande-ruins"
"The Thing","What is the Thing?"," Arizona","Dragoon","32.0428","-110.0417","600","/places/thing"
"Walnut Canyon","Ancient pueblos built into the base of a natural canyon wall."," Arizona","Flagstaff","35.2078","-111.5172","8810","/places/walnut-canyon"
"Curious Nature","In this small Phoenix taxidermy emporium, you can find everything from a squid in a jar to a freeze-dried toad."," Arizona","Phoenix","33.5101","-112.0741","14575","/places/curious-nature"
"Lowell Observatory","Arizona observatory famous for investigations into Martian life and Pluto's discovery."," Arizona","Flagstaff","35.203","-111.6647","1458","/places/lowell-observatory"
"Her Secret Is Patience","A striking public art installation named for a Ralph Waldo Emerson quote."," Arizona","Phoenix","33.4534","-112.0746","17370","/places/her-secret-is-patience"
"Chloride Ghost Town","All of the 20 occupied houses in this mostly abandoned town feature some curious display of junk art."," Arizona","Chloride","35.414","-114.1986","17820","/places/chloride-ghost-town"
"Boothill Graveyard","A segregated cemetery in Tombstone, Arizona, provides a window into the Wild West."," Arizona","Tombstone","31.7199","-110.0702","4429","/places/boothill-cemetery-ghost-town"
"The Shady Dell","Collection of vintage trailers double as hotel rooms."," Arizona","Bisbee","31.4298","-109.8919","6534","/places/the-shady-dell-bisbee-arizona"
"Tonto Natural Bridge","The largest natural travertine bridge in the world is nestled in a small canyon in central Arizona."," Arizona","Pine","34.3197","-111.4567","15962","/places/tonto-natural-bridge"
"Rose Tree Museum","The world's largest rose bush has literally outgrown the pioneer museum it was planted behind."," Arizona","Tombstone","31.712","-110.0675","9325","/places/rose-tree-museum"
"Jack Rabbit Trading Post","This Route 66 classic sports a giant fiberglass rabbit that you can ride."," Arizona","Winslow","34.9682","-110.4305","15817","/places/jack-rabbit-trading-post"
"Cinder Lake Crater Field","NASA used this site to fake the moon landing before actually sending people to the moon."," Arizona","Flagstaff","35.3281","-111.5231","6938","/places/cinder-lake-crater-field"
"Large Binocular Telescope","One of the world's largest telescopes, stares into the night sky with two huge mirrors."," Arizona","Safford","32.7015","-109.8896","1482","/places/large-binocular-telescope"
"Hackberry General Store","Don't blink or you'll miss it."," Arizona","Kingman","35.3749","-113.7229","17810","/places/hackberry-general-store"
"Gallery in the Sun","This southwestern historic site was designed and built by an artist who wanted his work to ""feel at home."""," Arizona","Tucson","32.3219","-110.8918","11890","/places/gallery-in-the-sun"
"The Bird Cage Theater","An old saloon in the West filled with history, and according to some, a few dozen ghosts."," Arizona","Tombstone","31.712","-110.0652","723","/places/birdcage-theatre"
