-76.181447,40.019602,AMBEST Express - Lancaster Travel Plaza,717-687-6112,2622 Lincoln Hwy East,Ronks,PA,17572,USA
-76.982485,40.447593,AMBEST Express - Liberty Travel Plaza - Duncannon,717-834-4000,3298 Susquehanna Trail,Duncannon,PA,17020,USA
-76.031204,40.114368,AMBEST Express - Martin's Trailside Express,717-354-9486,US 322 & RT 897 168 Toddy Drive,East Earl,PA,17519,USA
-92.392399,34.883555,AMBEST Express - Morgan Shell Truck Stop,501-851-6815,I-40 Exit 142 at Hwy. 365,North Little Rock,AR,72113,USA
-75.50591,41.40858,AMBEST Express - Mt Cobb Travel Plaza,570-689-3900,I-84 Exit 8 1174 Mt. Cobb Rd,Lake Ariel,PA,18436,USA
-89.46192,43.39314,AMBEST Express - North Point Plaza,608-635-7139,I-90/94 Exit 115,Poynette,WI,53955,USA
-92.40639,37.77061,AMBEST Express - Oasis Travel Plaza - MO,573-765-4880,I-44 Exit 145,Richland,MO,65556,USA
-76.439822,40.594797,AMBEST Express - Raceway Truck Stop,570-345-2498,I-81 Exit 104 10 Molleystown Rd,Pine Grove,PA,17963,USA
-97.328767,36.275321,AMBEST Express - Sooners Corner,580-336-4460,I-35 Exit 185,Perry,OK,73077,USA
-102.9125,30.9023,AMBEST Express - Stripes 2271 - Fort Stockton,432-336-8861,I-10 Exit 257 (N Hwy 285) / 1723 N Hwy 285,Fort Stockton,TX,79735,USA
-99.238887,28.451337,AMBEST Express - Stripes 2415 - Cotulla,830-879-5354,I-35 Exit 68 @ Bus. 35,Cotulla,TX,78014,USA
-100.9371,37.02923,AMBEST Express - Toot 'N Totum 120 - Liberal,620-624-7471,US Hwy. 54,Liberal,KS,67901,USA
-95.557943,40.406225,AMBEST Express - Trail's End,660-744-6217,I-29. Exit 110,Rock Port,MO,64482,USA
-97.787149,30.304413,AMBEST Express - Trainer Hale Truck Stop,210-667-2781,14462 I-10E,Marion,TX,78124,USA
-95.576039,43.631978,AMBEST Express - Worthington Travel Plaza,507-376-4848,I-90 Exit 45 at Hwy. 60,Worthington,MN,56187,USA
-78.018327,39.628023,AMBEST Fuel Stop - A C & T Big Pool Exxon,301-842-3289,I-70 Exit 12,Big Pool,MD,21711,USA
-77.890639,39.559546,AMBEST Fuel Stop - A C & T Falling Waters Exxon,304-274-1312,I-81 Exit 23,Falling Waters,WV,25419,USA
-77.74488,39.662685,AMBEST Fuel Stop - A C & T Garland Groh,301-582-5494,I-81 Exit 7B,Hagerstown,MD,21741,USA
-77.729749,39.60885,AMBEST Fuel Stop - A C & T Sharpsburg Pike Exxon,301-393-9281,I-70 Exit 29,Hagerstown,MD,21740,USA
-119.979366,46.309447,AMBEST Fuel Stop - Ameristar Travel Plaza 101,509-839-5300,1825 Weneta Rd,Sunnyside,WA,98944,USA
-119.788043,46.220961,AMBEST Fuel Stop - Ameristar Travel Plaza 120,509-786-1440,101 Merlot Dr,Prosser,WA,99350,USA
-121.95946,48.1815,AMBEST Fuel Stop - Arlington Fuel Stop,360-652-6066,I-5 Exit 208,Arlington,WA,98223,USA
-91.178488,39.33211,AMBEST Fuel Stop - Ayerco 35,573-324-3006,18099 Hwy 161 N,Bowling Green,MO,63334,USA
-91.50915,39.692017,AMBEST Fuel Stop - Ayerco 44,573-248-0006,7233 Hwy 36,Palmyra,MO,63461,USA
-82.960101,30.332567,AMBEST Fuel Stop - Busy Bee 25 - Live Oak,386-487-2935,I-10 Exit 283,Live Oak,FL,32340,USA
-76.009194,39.611583,AMBEST Fuel Stop - Chesapeake House Sunoco,410-287-5641,I-95 MP 97,Northeast,MD,21901,USA
-94.740275,34.004519,AMBEST Fuel Stop - Choctaw Nation Broken Bow 635,580-584-5528,1800 S. Park Dr,Broken Bow,OK,74728,USA
-89.045656,40.48686,AMBEST Fuel Stop - Circle K 1251 - Bloomington,309-827-6755,I-55 Exit 160 & US150,Bloomington,IL,61705,USA
-89.034432,41.936176,AMBEST Fuel Stop - Circle K 1408 - Rochelle,815-561-1603,I-39 @ Rt 38,Rochelle,IL,61068,USA
-86.780256,40.373825,AMBEST Fuel Stop - Circle K 2408 - Lafayette,765-446-9259,I-65 Exit 168,Lafayette,IN,47905,USA
-86.487435,39.757817,AMBEST Fuel Stop - Circle K 2411 - Danville,317-745-3127,260 S Road 200 E,Danville,IN,46122,USA
-82.986994,39.714582,AMBEST Fuel Stop - Circle K 5357 - S. Bloomfield,740-983-0460,US Hwy 23S MM17 / 5065 S. Walnut Street,S. Bloomfield,OH,43103,USA
-85.957721,39.296084,AMBEST Fuel Stop - Circle K 65 - Taylorsville,812-526-9119,10080 N US 31,Taylorsville,IN,47280,USA
-87.850745,41.543031,AMBEST Fuel Stop - Circle K 6703 - Mokena,708-479-4066,I-80 Exit 145,Mokena,IL,60448,USA
-88.448532,41.61872,AMBEST Fuel Stop - Circle K 6716 - Yorkville,630-553-3796,Rte 47 & Rte 71 / 2001 S Bridge Street,Yorkville,IL,60560,USA
-87.800811,41.763578,AMBEST Fuel Stop - Circle K 6799 - Bridgeview,708-594-1430,I-55 Exit 283,Bridgeview,IL,60455,USA
-87.563397,37.883127,AMBEST Fuel Stop - Circle K 95 - Henderson,270-826-5144,3113 Hwy 41 N,Henderson,KY,42420,USA
-86.301085,36.179344,AMBEST Fuel Stop - Daily's 8087 - Lebanon,615-443-3416,I-40 Exit 238,Lebanon,TN,37090,USA
-86.869724,34.051937,AMBEST Fuel Stop - Dodge City Shell Fuel Stop,256-287-0548,I-65 Exit 299,Dodge City,AL,35033,USA
-119.056525,43.591751,AMBEST Fuel Stop - Eddie's Truck & Auto Center,541-573-2639,US Hwy. 20/395 & Hwy. 78,Hines,OR,97738,USA
-90.20281,38.6732,AMBEST Fuel Stop - Energy Express Travel Center,314-241-0527,4500 N. Broadway,St. Louis,MO,63147,USA
-80.816315,33.250111,AMBEST Fuel Stop - E-Z Shop 10,803-274-8040,US Hwy. 21 & 78,Branchville,SC,29432,USA
-81.011473,33.354221,AMBEST Fuel Stop - E-Z Shop 23,803-534-7794,US Hwy 301,Cope,SC,29448,USA
-119.91301,36.83209,AMBEST Fuel Stop - E-Z Trip - Bakersfield,661-764-5218,I-5 Exit 253,Bakersfield,CA,93312,USA
-95.72928,38.42685,AMBEST Fuel Stop - Fuel Expresso 11 - Lebo,620-256-6280,2754 Hwy 75 NW,Lebo,KS,66856,USA
-95.234728,38.62229,AMBEST Fuel Stop - Fuel Expresso 17 - Ottawa,785-242-5314,I-35 Exit 187 @ Hwy 68,Ottawa,KS,66067,USA
-81.326623,40.053019,AMBEST Fuel Stop - Fuel Mart 727,740-758-5920,I-70 Exit 193,Quaker City,OH,43773,USA
-83.612313,39.921618,AMBEST Fuel Stop - Fuel Mart 764,937-568-9451,I-70 Exit 66,South Vienna,OH,45369,USA
-121.80503,38.48947,AMBEST Fuel Stop - Gill Sidhu Chevron,707-678-4400,I-80 Exit 67,Dixon,CA,95620,USA
-91.832653,30.31434,AMBEST Fuel Stop - Henderson Travel Plaza,337-332-2116,2996 Grand Point Hwy,Breaux Bridge,LA,70517,USA
-99.452633,35.411489,AMBEST Fuel Stop - Hutch's 103,580-225-8649,I-40 Exit 34 (1 mile North),Elk City,OK,73644,USA
-97.890025,36.361783,AMBEST Fuel Stop - Hutch's 114,580-242-0747,Hwy. 81 (3206 S. Van Buren),Enid,OK,73703,USA
-98.41886,35.86132,AMBEST Fuel Stop - Hutch's 118,580-623-2444,Hwy. 281 & Hwy 270,Watonga,OK,73772,USA
-97.723598,35.518083,AMBEST Fuel Stop - Hutch's 119,580-303-4515,20207 E. 1110 Rd,Elk City,OK,73644,USA
-99.632587,35.309241,AMBEST Fuel Stop - Hutch's 120,580-928-3847,I-40 Exit 25,Sayre,OK,73662,USA
-74.165318,41.100279,AMBEST Fuel Stop - Kings Mahwah Truck Stop,201-252-8889,I-287 Exit 66,Mahwah,NJ,07430,USA
-75.312109,41.343295,AMBEST Fuel Stop - Lakewood Travel Plaza,570-676-4303,I-81 Exit 20 1414 Route 507,Greentown,PA,18426,USA
-75.684404,41.787984,AMBEST Fuel Stop - Liberty Travel Plaza,570-434-2330,I-81 Exit 217 5085 SR 547,Harford,PA,18823,USA
-120.54433,39.30958,AMBEST Fuel Stop - Luckys Travel Plaza,530-426-0328,I-80 Exit 165,Cisco Grove,CA,95728,USA
-85.198031,41.133276,AMBEST Fuel Stop - Mac Food Mart - Goshen Road,260-740-3533,US Hwy 33- 4136 W. Washington Center Road,Fort Wayne,IN,46818,USA
-85.05163,41.069616,AMBEST Fuel Stop - Mac Food Mart - Wayne Haven,260-493-2714,SR 930 E. - 6925 SR 930 E.,Fort Wayne,IN,46803,USA
-76.23229,39.49712,AMBEST Fuel Stop - Maryland House A Plus Sunoco,410-272-3854,JFK Memorial Hwy I-95 MM 82,Aberdeen,MD,21001,USA
-110.689037,39.543169,AMBEST Fuel Stop - Millers Travel Centers - Wellington,435-636-0380,2195 East Main St.,Wellington,UT,84542,USA
-114.420925,42.547912,AMBEST Fuel Stop - Oasis Stop 'N Go 17 - ID,208-944-9312,US Hwy 30 / 3204 Kimberly Road,Twin Falls,ID,83301,USA
-111.835316,39.821853,AMBEST Fuel Stop - Park N Pump Mona,435-623-0433,I-15 Exit 233/ Hwy 54,Mona,UT,84645,USA
-75.684028,41.786508,AMBEST Fuel Stop - Penn Can Travel Plaza,570-434-2608,I-81 Exit 217 5076 SR 547,Harford,PA,18823,USA
-122.270719,47.484878,AMBEST Fuel Stop - Petersons Diesel Fueling,206-433-0149,I-5 Exit 156,Tukwila,WA,98168,USA
-94.475063,39.156498,AMBEST Fuel Stop - Pour Boy's 3,816-453-0076,I-435 Exit 55,Kansas City,MO,64161,USA
-72.6106,42.11002,AMBEST Fuel Stop - Pride Travel Center I-91,413-733-6126,I-91 at RTE 20 W,Springfield,MA,01104,USA
-75.200946,41.362762,AMBEST Fuel Stop - Promised Land Truck Stop,570-8571515,I-84 Exit 26 624 Route 390,Tafton,PA,18464,USA
-98.451424,41.210701,AMBEST Fuel Stop - Pump & Pantry 13 - St. Paul,308-754-4439,US Hwy 281 @ US Hwy 92/514 2nd Street,St. Paul,NE,68873,USA
-99.620026,41.401752,AMBEST Fuel Stop - Pump & Pantry 14 - Broken Bow,308-872-6842,US Hwy 2/1037 E. South E Street,Broken Bow,NE,68822,USA
-98.319794,40.931869,AMBEST Fuel Stop - Pump & Pantry 15 - Grand Island,308-384-1886,2028 E Highway 30,Grand Island,NE,68801,USA
-98.37841,40.911629,AMBEST Fuel Stop - Pump & Pantry 2 - Grand Island,308-381-0767,821 S. Webb Road .. S off US 30,Grand Island,NE,68803,USA
-99.368172,40.437954,AMBEST Fuel Stop - Pump & Pantry 23 - Holdrege,308-995-6907,US Hwy 6 @ US Hwy 183/916 4th Avenue,Holdrege,NE,68949,USA
-98.360127,40.582037,AMBEST Fuel Stop - Pump & Pantry 24 - Hastings,402-462-5832,1630 E South,Hastings,NE,68901,USA
-98.009232,41.111343,AMBEST Fuel Stop - Pump & Pantry 29 - Central City,308-946-2394,US Hwy 30 @ US Hwy 14/1110 G Street,Central City,NE,68826,USA
-102.203392,42.799877,AMBEST Fuel Stop - Pump & Pantry 34 - Gordon,308-282-2000,Hwy 20 @ State Hwy 27/101 W. Hwy 20,Gordon,NE,69343,USA
-99.368277,40.104518,AMBEST Fuel Stop - Pump & Pantry 35 - Alma,308-928-2590,710 N Highway 183,Alma,NE,68920,USA
-98.607735,41.001789,AMBEST Fuel Stop - Pump & Pantry 4 - Cairo,308-485-4404,Hwy 2 @ Hwy 11/103 W. Hwy 11,Cairo,NE,68824,USA
-96.450675,41.452423,AMBEST Fuel Stop - Pump & Pantry 48 - Fremont,402-727-7045,US Hwy 30 / 3441 E. 24th Street,Fremont,NE,68025,USA
-114.040046,40.736489,AMBEST Fuel Stop - R Place Shell Truckers Plaza,435-665-2635,I-80 Exit 1 WB / Exit 410 EB,Wendover,UT,84083,USA
-94.215061,39.749003,AMBEST Fuel Stop - Shell Food Mart,816-632-2156,I-35 Exit 54,Cameron,MO,64429,USA
-96.703362,40.69842,AMBEST Fuel Stop - Shoemakers South,402-420-7899,1200 Saltilo Rd,Roca,NE,68430,USA
-119.860367,47.082462,AMBEST Fuel Stop - Shree's Truck Stop,509-690-7890,I-90 @ Exit 149,George,WA,98824,USA
-92.577407,37.115026,AMBEST Fuel Stop - Signal Food Store - Mansfield 110,417-924-8886,711 N. Hwy Business 60,Mansfield,MO,65704,USA
-91.705351,37.001082,AMBEST Fuel Stop - Signal Food Store - Mountain View,417-934-5941,US 60 - 513 N. Pine Street,Mountain View,MO,65548,USA
-93.222987,37.069812,AMBEST Fuel Stop - Signal Food Store - Ozark,417-581-9902,US 65 MO/MO CC - 1690 W. Hwy J,Ozark,MO,65721,USA
-91.917633,30.2983,AMBEST Fuel Stop - Silvers Travel Center,337-507-3440,2447 Rees St Extension,Breaux Bridge,LA,70517,USA
-99.3357,31.1152,AMBEST Fuel Stop - Stripes 101 - Brady,325-597-0200,US 87 @ US 190 / 2013 S Bridge,Brady,TX,76825,USA
-102.4169,31.8749,AMBEST Fuel Stop - Stripes 104 - Odessa,432-366-1413,TX 338 @ TX 450/4020 Kermit Hwy,Odessa,TX,79764,USA
-95.2133,29.764,AMBEST Fuel Stop - Stripes 1042 - Houston,713-451-5212,I-10 Exit 778A,Houston,TX,77015,USA
-102.3831,31.8195,AMBEST Fuel Stop - Stripes 105 - Odessa,432-332-3392,I-20 Exit 115 @ FM 1882/1350 S. County Rd. West,Odessa,TX,79763,USA
-94.8955,30.041,AMBEST Fuel Stop - Stripes 1060 - Dayton,936-258-6967,US 90 @ TX 146 / 811 Highway 90,Dayton,TX,77535,USA
-95.924,28.9923,AMBEST Fuel Stop - Stripes 1062 - Bay City,979-244-4737,TX 35 @ Bayou Drive / 5620 7th Street (Hwy 35),Bay City,TX,77414,USA
-94.7942,30.0566,AMBEST Fuel Stop - Stripes 1065 - Liberty,936-336-4004,US 90 @ TX 146 / 2130 Highway 146 Bypass,Liberty,TX,77575,USA
-95.127832,29.8475,AMBEST Fuel Stop - Stripes 1068 - Houston,281-456-0147,US 90 @ Sheldon Road / 9735 Sheldon Road,Houston,TX,77049,USA
-102.0367,31.9827,AMBEST Fuel Stop - Stripes 107 - Midland,432-683-8132,I-20 Exit 138/3200 E. Hwy 158/Garden City Hwy,Midland,TX,79702,USA
-100.2922,31.8864,AMBEST Fuel Stop - Stripes 114 - Bronte,325-473-6601,US 277 @ TX 158 / 101 S State,Bronte,TX,76933,USA
-100.441,31.4196,AMBEST Fuel Stop - Stripes 119 - San Angelo,325-655-1613,US 87 @ Ben Ficklin / 3925 S Bryant,San Angelo,TX,76903,USA
-102.108,31.9674,AMBEST Fuel Stop - Stripes 122 - Midland,432-684-4533,I-20 Exit 134 @ CR 1210/2109 S. Midkiff,Midland,TX,79701,USA
-100.9945,31.8366,AMBEST Fuel Stop - Stripes 144 - Sterling City,325-378-2042,US 87 @ TX 163 / 1001 4th Avenue,Sterling City,TX,76951,USA
-103.0457,34.3885,AMBEST Fuel Stop - Stripes 150 - Texico,575-482-9313,US 84 @ US 60/225 Wheeler,Texico,NM,88135,USA
-97.8184891,29.93485389,AMBEST Fuel Stop - Stripes 1526 - Maxwell,512-357-4048,TX 21 @ CR 150 / 7809 Camino Real - FM 150,Maxwell,TX,78640,USA
-100.4133,31.4764,AMBEST Fuel Stop - Stripes 179 - San Angelo,325-655-0397,US 277 @ Bell / 1606 LaFollette,San Angelo,TX,76905,USA
-98.618017,27.883005,AMBEST Fuel Stop - Stripes 2140 - Freer,361-394-6610,100 W. Riley,Freer,TX,78357,USA
-98.140666,27.225722,AMBEST Fuel Stop - Stripes 2180 - Falfurrias,361-325-1337,500 E. Rice Street,Falfurrias,TX,78355,USA
-98.0288,28.3379,AMBEST Fuel Stop - Stripes 2190 - George West,361-449-2214,I-37 Exit 56,George West,TX,78022,USA
-97.4075,25.9393,AMBEST Fuel Stop - Stripes 2191 - Brownsville,956-831-3178,2305 FM 511,Brownsville,TX,78520,USA
-97.7363,26.0512,AMBEST Fuel Stop - Stripes 2196 - Los Indios,956-399-7483,US 281 @ CR 509 - 702 E. US Hwy. 281,Los Indios,TX,78567,USA
-98.2009,26.0931,AMBEST Fuel Stop - Stripes 2200 - Pharr,956-702-9919,US 281 - 10701 S. Cage Blvd.,Pharr,TX,78577,USA
-97.815489,27.304421,AMBEST Fuel Stop - Stripes 2201 - Riviera,361-296-3818,6240 South Hwy. 77,Riviera,TX,78379,USA
-98.861,26.3717,AMBEST Fuel Stop - Stripes 2206 - Rio Grande City,956-487-1429,US 83 @ CR 3167 - 2798 W. Highway 83,Rio Grande City,TX,78582,USA
-98.678106,27.312025,AMBEST Fuel Stop - Stripes 2209 - Hebbronville,361-527-5584,611 N. Smith Avenue,Hebbronville,TX,78361,USA
-98.0634,26.2944,AMBEST Fuel Stop - Stripes 2214 - Edinburg,956-386-1487,TX 107 - 9224 E. Highway 107,Edinburg,TX,78539,USA
-98.3926,26.2358,AMBEST Fuel Stop - Stripes 2219 - Palmview,956-585-1804,US 83 - 2005 Palma Vista Drive,Palmview,TX,78572,USA
-98.3498,26.2161,AMBEST Fuel Stop - Stripes 2220 - Mission,956-519-1593,I-2 - 2107 Highway 83,Mission,TX,78574,USA
-97.7264,26.248,AMBEST Fuel Stop - Stripes 2242 - Combes,956-412-1304,I-69E @ TX 107 - 21469 Hwy 77 Exp.,Combes,TX,78552,USA
-99.7271,33.1576,AMBEST Fuel Stop - Stripes 2264 - Haskell,940-864-3434,US 380 @ US 277/106 N 1st Street E,Haskell,TX,79521,USA
-99.755237,29.22983,AMBEST Fuel Stop - Stripes 2266 - Uvalde,830-278-3458,US 190 / 2815 E. Main Street,Uvalde,TX,78801,USA
-103.4925,31.422,AMBEST Fuel Stop - Stripes 2267 - Pecos,432-445-1581,I-20 Exit 42 @ US 285/4101 S. Cedar,Pecos,TX,79772,USA
-101.4659,31.1917,AMBEST Fuel Stop - Stripes 2269 - Big Lake,325-884-3092,US 67 @ TX 137 / 50 W 2nd Street,Big Lake,TX,76932,USA
-99.8579,28.5197,AMBEST Fuel Stop - Stripes 2280 - Carrizo Springs,830-876-3359,US 83 @ US 277 / 101 S 1st Street,Carrizo Springs,TX,78834,USA
-102.0382,31.9824,AMBEST Fuel Stop - Stripes 2285 - Midland,432-684-7338,I-20 Exit 138/3200 E. Hwy 158/Garden City Hwy,Midland,TX,79702,USA
-95.4217,29.9815,AMBEST Fuel Stop - Stripes 2286 - Houston,281-209-0918,I-45 Exit 63,Houston,TX,77090,USA
-97.27421136573,28.306352533401,AMBEST Fuel Stop - Stripes 2288 - Refugio,361-526-2251,108 North Alamo Street,Refugio,TX,78377,USA
-98.4186629,30.084515,AMBEST Fuel Stop - Stripes 2290 - Blanco,830-833-5874,1138 US Hwy 281 South,Blanco,TX,78606,USA
-99.5287,27.6307,AMBEST Fuel Stop - Stripes 2409 - Laredo,956-718-2088,14118 FM 1472,Laredo,TX,78045,USA
-97.89473,28.864954,AMBEST Fuel Stop - Stripes 2417 - Karnes City,830-780-2854,1905 S. US Hwy 181,Karnes City,TX,78118,USA
-98.6142,31.8978,AMBEST Fuel Stop - Stripes 2422 - Comanche,325-356-2422,US 67 / 1003 W Central Avenue,Comanche,TX,76442,USA
-98.1855368,31.0744646,AMBEST Fuel Stop - Stripes 2423 - Lampasas,512-564-1459,US 183 / 801 North Key Avenue,Lampasas,TX,76550,USA
-98.2347997,30.7382002,AMBEST Fuel Stop - Stripes 2432 - Burnet,512-756-2521,US 281 / 2501 S Water,Burnet,TX,78611,USA
-98.11103,32.6102,AMBEST Fuel Stop - Stripes 2434 - Santo,940-769-2434,I-20 Exit 386/14000 S US Hwy 281,Santo,TX,76472,USA
-98.6403,26.3068,AMBEST Fuel Stop - Stripes 2437 - Alto Bonito,956-716-6160,US 83 @ CR 2360 - 7276 E. Highway 83,Alto Bonito,TX,78582,USA
-97.30392,31.5815,AMBEST Fuel Stop - Stripes 2448 - Waco,254-848-2726,TX 6 @ CR 185 / 8256 N State Hwy 6,Waco,TX,76712,USA
-96.2609,29.1803,AMBEST Fuel Stop - Stripes 2450 - El Campo,979-543-7701,US 59 FM 1162 @ TX 71 / 1710 S. Mechanic St.,El Campo,TX,77437,USA
-97.2794,29.1201,AMBEST Fuel Stop - Stripes 2456 - Cuero,361-275-8200,US Hwy 183 / 4200 N. Esplanade,Cuero,TX,77954,USA
-97.584341783076,27.947361739352,AMBEST Fuel Stop - Stripes 2458 - Odem,361-368-2387,800 Voss Avenue,Odem,TX,78370,USA
-98.6741,30.7371,AMBEST Fuel Stop - Stripes 2464 - Llano,325-247-1010,TX 71 @ TX 16 / 200 Hwy 71 E,Llano,TX,78643,USA
-99.0004,31.6872,AMBEST Fuel Stop - Stripes 2473 - Brownwood,325-646-7209,US 377 @ CR 2376 / 3801 Hwy 377 S,Brownwood,TX,76801,USA
-98.13984,27.22637,AMBEST Fuel Stop - Stripes 2476 - Falfurrias,361-325-2560,US Hwy 281 @ TX 285 / 112 N. Highway 281,Falfurrias,TX,78335,USA
-100.4541,28.6697,AMBEST Fuel Stop - Stripes 2484 - Eagle Pass,830-773-3939,TX 480 @ CR 1021 / 4377 FM 201,Eagle Pass,TX,78852,USA
-97.7629,29.2681,AMBEST Fuel Stop - Stripes 2486 - Nixon,830-582-1154,US Hwy 87 @ TX80 / 210 E. Central Avenue,Nixon,TX,78140,USA
-98.6364,29.6776,AMBEST Fuel Stop - Stripes 2494 - San Antonio,210-698-3634,I-10 Exit 550,San Antonio,TX,78257,USA
-103.179,32.6965,AMBEST Fuel Stop - Stripes 250 - Hobbs,575-393-4467,US 62 @ S.W. Co. Rd/3305 W. Marland,Hobbs,NM,88240,USA
-102.5427,32.3071,AMBEST Fuel Stop - Stripes 281 - Andrews,432-524-9189,US 385 @ CR 1910/1112 S. Main,Andrews,TX,79714,USA
-102.892,31.5732,AMBEST Fuel Stop - Stripes 5022 - Monahans,432-943-6621,I-20 Exit 80 @ TX 18/2203 S. Stockton,Monahans,TX,79756,USA
-99.9574,31.7283,AMBEST Fuel Stop - Stripes 5034 - Ballinger,325-365-2876,US 67 @ Baker Street / 1801 Hutchings,Ballinger,TX,76821,USA
-101.805,32.1372,AMBEST Fuel Stop - Stripes 5035 - Stanton,432-756-2115,I-20 Exit 156 @ TX 137/1308 N. Lamesa Hwy,Stanton,TX,79782,USA
-100.9173,29.3469,AMBEST Fuel Stop - Stripes 5036 - Del Rio,830-774-1881,TX 239 @ Las Vacas Street / 2200 Spur 239,Del Rio,TX,78840,USA
-102.3698,34.8291,AMBEST Fuel Stop - Stripes 5037 - Hereford,806-363-1030,US 60 @ Progressive/2901 East 1st St,Hereford,TX,79045,USA
-103.3175,33.257,AMBEST Fuel Stop - Stripes 5060 - Tatum,575-398-2432,US 380 @ NM 206/10 E. Broadway,Tatum,NM,88267,USA
-96.978,28.7673,AMBEST Fuel Stop - Stripes 5064 -Victoria,361-579-0087,US 59 @ TX185 / 3204 S. Laurent Street,Victoria,TX,77901,USA
-95.4013,29.9654,AMBEST Fuel Stop - Stripes 5078 - Houston,281-821-0290,I-45 Exit 62,Houston,TX,77073,USA
-97.742241583765,28.429444385692,AMBEST Fuel Stop - Stripes 5092 - Beeville,361-354-5459,1620 FM 351 East,Beeville,TX,78102,USA
-98.025806732476,28.339042458683,AMBEST Fuel Stop - Stripes 5098 - George West,361-449-3766,I-37 Exit 56 @ US Hwy 59,George West,TX,78022,USA
-97.460666,27.756222,AMBEST Fuel Stop - Stripes 5216 - Corpus Christi,361-814-8206,TX358/601 South Padre Island Dr.,Corpus Christi,TX,78405,USA
-97.937297,27.956511,AMBEST Fuel Stop - Stripes 7134 - Orange Grove,361-384-2722,104 S. Reynolds,Orange Grove,TX,78372,USA
-98.1826,26.2043,AMBEST Fuel Stop - Stripes 9101 - Pharr,956-787-8631,US 83 - 809 N. Cage,Pharr,TX,78577,USA
-98.3537,26.2213,AMBEST Fuel Stop - Stripes 9111 - Palmview,956-580-2469,US 83 - 806 E. Palma Vista Drive,Palmview,TX,78572,USA
-97.6553,26.1411,AMBEST Fuel Stop - Stripes 9115 - San Benito,956-361-1400,I-69E @ TX486 - 2500 W. Exp 83 (Williams & Hwy 77),San Benito,TX,78586,USA
-98.1448,26.3059,AMBEST Fuel Stop - Stripes 9125 - Edinburg,956-287-1350,I-69C @ BYP 281 - 1606 E. Richardson Road,Edinburg,TX,78541,USA
